similarity,sentence1,sentence2
0,people dancing watched man wearing shirt says security,club guarded
1,people dancing watched man wearing shirt says security,ready approach dancing people
2,people dancing watched man wearing shirt says security,man works security venue
1,man wearing blue button shirt talking media crowded protest,man angry government
0,man wearing blue button shirt talking media crowded protest,man abraham lincoln
2,man wearing blue button shirt talking media crowded protest,man giving interview
2,skateboarder trick skate park,skateboarder performing heelie kick flip
0,skateboarder trick skate park,skateboarder concert girlfriend
2,skateboarder trick skate park,skateboarder performing trick
2,two teenagers green brown coats pose picture shopping,two teenagers pose picture
0,two teenagers green brown coats pose picture shopping,two adult college students pose picture
1,two teenagers green brown coats pose picture shopping,two teenagers classmates
1,four men playing soccer two white jerseys one red jersey goalie background,soccer players uniforms colorful comfortable wear
2,four men playing soccer two white jerseys one red jersey goalie background,two opposing teams playing soccer colorful jerseys
0,four men playing soccer two white jerseys one red jersey goalie background,four men dressed various colors playing basketball court outside
0,man gray slacks sweater observes marker placed front fence field,man inside
1,man gray slacks sweater observes marker placed front fence field,man old
2,man gray slacks sweater observes marker placed front fence field,man wearing grey
0,people riding tour bus parade wave bystanders,people riding horses street
2,people riding tour bus parade wave bystanders,people waving
1,people riding tour bus parade wave bystanders,celebrities wave crowd
0,three men pose picture standing front table conference,men flying airplane
1,three men pose picture standing front table conference,men tall
2,three men pose picture standing front table conference,three men posing
0,man woman meal dog,man woman two cats
2,man woman meal dog,man woman dog
1,man woman meal dog,brother sister dog
1,people gathered around table filled food,family thanksgiving dinner
0,people gathered around table filled food,family rides roller coaster
2,people gathered around table filled food,group sits meal
1,two people walking street holding hands fall,couple looking house
2,two people walking street holding hands fall,couple outside walking
0,two people walking street holding hands fall,couple waiting go outside
1,two children sleeping someone fingering book music,music quiet
0,two children sleeping someone fingering book music,children birthday party
2,two children sleeping someone fingering book music,children tired
0,people go daily routines selling food cutting hair ghetto streets ho chi minh city vietnam,people flying plane
2,people go daily routines selling food cutting hair ghetto streets ho chi minh city vietnam,people streets vietnam
1,people go daily routines selling food cutting hair ghetto streets ho chi minh city vietnam,people trying go day causal possible
1,woman wearing red scarf raises hand walks parade,woman raises hand walks parade st patricks day
0,woman wearing red scarf raises hand walks parade,woman plays basketball park
2,woman wearing red scarf raises hand walks parade,woman raises hand walks parade
2,man painting front storefront paintings displayed,man made paintings
0,man painting front storefront paintings displayed,man painting living room
1,man painting front storefront paintings displayed,man painting store sign
0,two women one wearing red white blue bikini pose picture citys street,group people office prepare snowstorm
2,two women one wearing red white blue bikini pose picture citys street,two women city
1,two women one wearing red white blue bikini pose picture citys street,two women bikinis san francisco
0,woman pink tank top two different shoes poses picture another woman wearing purple wig black cowboy hat american flag bikini high heeled boots,woman black tank top poses picture
2,woman pink tank top two different shoes poses picture another woman wearing purple wig black cowboy hat american flag bikini high heeled boots,woman pink tank top poses picture
1,woman pink tank top two different shoes poses picture another woman wearing purple wig black cowboy hat american flag bikini high heeled boots,woman poses next sister halloween
0,shirtless man sleeps blue boat open waters,man lies wide awake bed boat trying fall asleep
2,shirtless man sleeps blue boat open waters,man boat
1,shirtless man sleeps blue boat open waters,man sleeping rainstorm boat
2,man wearing green shirt grinning computer screen hand mouse,man green
0,man wearing green shirt grinning computer screen hand mouse,man white suit
1,man wearing green shirt grinning computer screen hand mouse,man army sergeant
2,black white dog playing broken volleyball,two dogs playing ball
0,black white dog playing broken volleyball,two dogs walking road
1,black white dog playing broken volleyball,dogs playing ball kids broke
0,two men holding mouths open,two men gritted teeth
2,two men holding mouths open,two men mouths agape
1,two men holding mouths open,two men awe
2,people helmets wait long line,people wait aline
1,people helmets wait long line,standing rain
1,people helmets wait long line,wait food
0,man blue shirt leans wall beside road blue van red car water background,man blue shirt sitting bench
2,man blue shirt leans wall beside road blue van red car water background,man wearing blue shirt
1,man blue shirt leans wall beside road blue van red car water background,blue van belongs man
1,person surfs wave crashes,person scared waves
2,person surfs wave crashes,person outdoors
0,person surfs wave crashes,person lying beach
0,skydiving instructor student strapped together skydiving,two man sitting inside
2,skydiving instructor student strapped together skydiving,people jumping plane
1,skydiving instructor student strapped together skydiving,two men jumping plane
1,elderly man posing front rock formations,older man family vacation
2,elderly man posing front rock formations,older man posing rock
0,elderly man posing front rock formations,young girl posing picture
2,curlyhaired child blowing away dandelion seeds laying field lush green grass,child laying outside
1,curlyhaired child blowing away dandelion seeds laying field lush green grass,child making wish dandelion seeds
0,curlyhaired child blowing away dandelion seeds laying field lush green grass,child swinging swing set
1,square full people life,square full people activity annual festival
0,square full people life,park plaza absolutely empty
2,square full people life,square busy
2,child poses head hole painted wall,child putting head hole wall
1,child poses head hole painted wall,paint wall wet
0,child poses head hole painted wall,child sitting mothers lap behaving
2,little child looking towards someone head painting designed like bean,child looks someone else
0,little child looking towards someone head painting designed like bean,child fallen art museum man helps
1,little child looking towards someone head painting designed like bean,child observing artist work
2,man standing rooftop looking camera,man roof camera
1,man standing rooftop looking camera,man taking pictures top roof
0,man standing rooftop looking camera,man standing front house wrench
0,little dog walking grass red bow hair,dog wearing dress
2,little dog walking grass red bow hair,dog walking grass
0,little dog walking grass red bow hair,dog driving car
1,group 5 girls school uniforms standing together waiting cross street one girl takes picture,girls uniforms solid white
0,group 5 girls school uniforms standing together waiting cross street one girl takes picture,girls wearing hockey jerseys
2,group 5 girls school uniforms standing together waiting cross street one girl takes picture,five girls standing together
0,group schoolgirls standing together one taking pictures,nobody using camera
1,group schoolgirls standing together one taking pictures,schoolgirls graduating soon
2,group schoolgirls standing together one taking pictures,group schoolgirls want picture
2,woman light blue knit hat light blue zippered jacket kneels front bowl liquid small bottle,woman jacket kneels bowl small bottle
0,woman light blue knit hat light blue zippered jacket kneels front bowl liquid small bottle,woman shorts smears dirt wall
1,woman light blue knit hat light blue zippered jacket kneels front bowl liquid small bottle,woman cleaning something spilled
2,boy dark blue clothes kneeling holding toy,boy dark clothes playing toy floor
2,boy dark blue clothes kneeling holding toy,boy playing toy
0,boy dark blue clothes kneeling holding toy,boy eating pie
1,group japanese women wearing matching outfits walking across crosswalk passersby stare,outfits black
2,group japanese women wearing matching outfits walking across crosswalk passersby stare,women wearing matching outfits
2,man juggles flaming objects fence car background,risk taking juggler
0,man juggles flaming objects fence car background,lion circus
0,police officer riding horse talking man riding bike,police officer riding horse talking man driving car
1,police officer riding horse talking man riding bike,police officer riding horse giving man ticket
2,police officer riding horse talking man riding bike,police officer talking man
2,woman poky dot jacket jumping snow shopping bags wrists city,woman jacket jumping
2,woman poky dot jacket jumping snow shopping bags wrists city,lady polka dot jacket jumping snow shopping bags wrists city
0,woman poky dot jacket jumping snow shopping bags wrists city,guy shouting dog
2,volleyball match players primarily red uniforms played front large crowd,volleyball match held
0,volleyball match players primarily red uniforms played front large crowd,man searches clock wondering time
1,volleyball match players primarily red uniforms played front large crowd,players volleyball match fight glory country
2,asian workers assembling wood project,workers using wood project
0,asian workers assembling wood project,asian workers building metal
1,asian workers assembling wood project,asian workers building shed
0,young girl pink pants white top stands watering group household plants driveway standing next family car,girl spray painting plants pink match pants
1,young girl pink pants white top stands watering group household plants driveway standing next family car,young girl watering plants fertilizer driveway
1,young girl pink pants white top stands watering group household plants driveway standing next family car,young girls watering plants next dads cars
0,man standing tricycle riding front crowd,woman pushing bicycle
2,man standing tricycle riding front crowd,man bike
1,man standing tricycle riding front crowd,man performing tricks bike
0,man wearing us navy uniform woman uniform watching even worried expressions faces,two people excitedly watch event
1,man wearing us navy uniform woman uniform watching even worried expressions faces,serviceman looking something scary
2,man wearing us navy uniform woman uniform watching even worried expressions faces,two people watching event
2,young man woman lay bed woman makes goofy face,man woman relaxing together
1,young man woman lay bed woman makes goofy face,man laughing
0,young man woman lay bed woman makes goofy face,couple bed angry
0,toddler playing colorful plastic building toys,nobody playing
2,toddler playing colorful plastic building toys,human playing
1,toddler playing colorful plastic building toys,funny human playing
1,group boy scouts standing alert position,group sad boy scouts standing alert position
2,group boy scouts standing alert position,boy scouts standing alert position
0,group boy scouts standing alert position,group girl scouts standing alert position
2,african boy looking wooden enclosure wearing chain necklace,wooden bars hold african boy
1,african boy looking wooden enclosure wearing chain necklace,african boys looks wooden bars waiting captor
0,african boy looking wooden enclosure wearing chain necklace,afraican boy walks street freely
2,woman black coat riding bike street man shorts striped top looks passes,man checking woman rides red bike
0,woman black coat riding bike street man shorts striped top looks passes,ship fires canons celebrate launch
2,woman black coat riding bike street man shorts striped top looks passes,woman bike passes man
2,woman helps bride dress,woman helps bride dress
1,woman helps bride dress,woman zips wedding dress
0,woman helps bride dress,man brushes hair
1,two women looking bread packages table,women sitting table
0,two women looking bread packages table,two women looking floor
2,man woman dance together,man woman dance
0,man woman dance together,man woman fight
1,man woman dance together,man woman dance together favorite song
0,man appears homeless sitting ground blue jacket bald spot middle head,man running town
1,man appears homeless sitting ground blue jacket bald spot middle head,man old
2,man appears homeless sitting ground blue jacket bald spot middle head,man sitted
0,young boy overgrown field toy lawn mower,young woman field cat
2,young boy overgrown field toy lawn mower,young boy field lawn mower
2,young boy overgrown field toy lawn mower,boy overgrown field toy
1,man female type martial arts,two people spar using form martial arts
1,man female type martial arts,master training pupil tae kwon
0,man female type martial arts,man female swing dancing
0,music created winded instruments winded instruments enjoyed different peoples throughout world,instruments made fire
2,music created winded instruments winded instruments enjoyed different peoples throughout world,music enjoyed people
1,music created winded instruments winded instruments enjoyed different peoples throughout world,music great
0,woman red dyed hair standing walking purse among group seated people,natural red haired woman sitting couch
1,woman red dyed hair standing walking purse among group seated people,woman trying get seat next group seated people
2,woman red dyed hair standing walking purse among group seated people,woman making way group seated people
2,asian man black robe holding small fan bush smoke coming,asian man robe
1,asian man black robe holding small fan bush smoke coming,asian priest fanning bush
0,asian man black robe holding small fan bush smoke coming,asian man white robe
1,buddhist priest blessing worshipers,priest tattoos
0,buddhist priest blessing worshipers,priest solitude
2,buddhist priest blessing worshipers,priest blessing worshippers
2,little boy standing alone wooded park,little boy alone
1,little boy standing alone wooded park,boy waiting sister
0,little boy standing alone wooded park,girl playing ball
1,asian man standing rusty dock surrounded ropes tires sticking fishing pole water front,fisherman working hard dock
0,asian man standing rusty dock surrounded ropes tires sticking fishing pole water front,smugglers coming port shortly pillage
2,asian man standing rusty dock surrounded ropes tires sticking fishing pole water front,man dock fishing
0,rear view woman walking along side building,man stands corner
1,rear view woman walking along side building,woman walks work
2,rear view woman walking along side building,woman walks near building
0,woman purple purse sits metro suitcase,woman blue purse sitting
2,woman purple purse sits metro suitcase,woman sitting
1,woman purple purse sits metro suitcase,woman waiting train
0,group youths one wearing tshirt labeled la city lounge south working craft project involves use flour,teacher writing notes test
1,group youths one wearing tshirt labeled la city lounge south working craft project involves use flour,group youths baking delicious brownies
2,group youths one wearing tshirt labeled la city lounge south working craft project involves use flour,group youths working craft project involves use flour
1,women wearing black tank top cutting another womans shirt riding bus,group women jealous another woman
2,women wearing black tank top cutting another womans shirt riding bus,theres group women bus
0,women wearing black tank top cutting another womans shirt riding bus,group women single motor bike
2,girl paddling rusty canoe water,girl water
1,girl paddling rusty canoe water,child paddling rusty canoe river
0,girl paddling rusty canoe water,girl splashing inner tube water
0,man walks alley talking cellphone,man walking wooded path talking phone
1,man walks alley talking cellphone,man walking colorful alleyway talking cell phone
2,man walks alley talking cellphone,man holding cell phone walking
0,brown dog next swimming pool ball mouth,dog died
2,brown dog next swimming pool ball mouth,dog pool
1,brown dog next swimming pool ball mouth,dog fetched ball
2,man black cap black coat looks standing next woman wearing blue scarf gray coat whose hair eyes,man black cap
0,man black cap black coat looks standing next woman wearing blue scarf gray coat whose hair eyes,man white cap
1,man black cap black coat looks standing next woman wearing blue scarf gray coat whose hair eyes,man light black cap
1,man sitting outside next fruit,man takes break next freshly picked fruit
0,man sitting outside next fruit,man sleeps car
1,little boy watches ferris wheel motion,boy waiting line ferris wheel
1,little boy watches ferris wheel motion,boy attends festival rides
0,little boy watches ferris wheel motion,boy sleeps science class
1,backside view south america street vendor tending upright oven second woman looking away,backside view south america street vendor happily tending oven
0,backside view south america street vendor tending upright oven second woman looking away,backside view south america street vendor tending car
2,backside view south america street vendor tending upright oven second woman looking away,backside view south america street vendor tending oven
2,three children swimsuites fun outside near white building,three kids playing outside building
2,three children swimsuites fun outside near white building,children outside fun playing
0,three children swimsuites fun outside near white building,kids casual clothing playing park
2,hockey fight,players fighting
2,hockey fight,fighting ice
0,hockey fight,players sitting bench
2,man blue helmet jumping hill dirt bike,man trick bike
1,man blue helmet jumping hill dirt bike,man professional athlete
0,man blue helmet jumping hill dirt bike,man skateboarding park
1,man orange hat brown jacket pants running snow snowshoes,man running snowshoes snow looking lost girl
2,man orange hat brown jacket pants running snow snowshoes,man running snowshoes snow
0,man orange hat brown jacket pants running snow snowshoes,man running track
0,four motorcycles racing dirt track,parked garage
1,four motorcycles racing dirt track,grnad prix
2,four motorcycles racing dirt track,four motorcycles racing
2,woman purple dress talks cellphone man reads book twostory bus passes outside window,woman talks phone
1,woman purple dress talks cellphone man reads book twostory bus passes outside window,woman calls kids
0,woman purple dress talks cellphone man reads book twostory bus passes outside window,cat sleeps pillow
2,cute puppy fetches yellow ring chew toy yard,puppy plays fetch
0,cute puppy fetches yellow ring chew toy yard,old dog sleeps owners feet
1,cute puppy fetches yellow ring chew toy yard,new puppy learning get items owner wants
1,two elderly men conversation,two elderly men conversation park
2,two elderly men conversation,two elderly men talking
1,two elderly men conversation,two elderly woman conversation children
2,two men uniform hold sign young children,two men holding something young kids
0,two men uniform hold sign young children,two men destroying signs kids created
1,two men uniform hold sign young children,two men holding car wash signs kids
2,balding man checkered shirt khaki pants naps recliner keys lap,old man recliner keys
0,balding man checkered shirt khaki pants naps recliner keys lap,man run playground
1,balding man checkered shirt khaki pants naps recliner keys lap,old man interact keys
2,boy sandals looking camera busy street,boy busy street wearing sandals looking camera
2,boy sandals looking camera busy street,boy looking electronics near road
0,boy sandals looking camera busy street,boy playing nintendo couch
0,two girls line order mexican eatery,two boys line order mexican eatery
2,two girls line order mexican eatery,two people line order mexican eatery
1,two girls line order mexican eatery,two sad girls line order mexican eatery
2,rugby player blue dives tackle ball carrier white,rugby player playing match
0,rugby player blue dives tackle ball carrier white,two rugby players running store
1,rugby player blue dives tackle ball carrier white,rugby player tackles opponent whose win game
2,tattooed boxer punching opponent boxing arena,boxer punching someone
0,tattooed boxer punching opponent boxing arena,boxer without tattooes getting beat outdoors
2,tattooed boxer punching opponent boxing arena,boxer competing fight
1,young man standing staring something,young man looking intently young woman
0,young man standing staring something,young man asleep
2,young man standing staring something,young man eyes open
1,lady wearing red white polka dot swim cap swimming pool,woman practices swim meet local pool
0,lady wearing red white polka dot swim cap swimming pool,woman sits sidelines basketball game
2,lady wearing red white polka dot swim cap swimming pool,woman swims pool
0,young girl swimming pool,girl drying outside pool
1,young girl swimming pool,girl practicing swim meet
2,young girl swimming pool,girl pool
0,one woman blondhair smiles foreground another prepares blow noisemaker background,nobody smiling
2,one woman blondhair smiles foreground another prepares blow noisemaker background,person smiling
1,one woman blondhair smiles foreground another prepares blow noisemaker background,tall person smiling
1,woman dressed snow white walks girls costume street,lady attend halloween party
2,woman dressed snow white walks girls costume street,woman dressed fairy tale character
0,woman dressed snow white walks girls costume street,girl taking spelling test
1,man looking small cliff,cliff near ocean
0,man looking small cliff,woman looking
2,man looking small cliff,man looking
2,butterfly costumed girl waves crowd,girl waving crowd people
0,butterfly costumed girl waves crowd,crowd staring man stage
1,butterfly costumed girl waves crowd,butterfly costumed girl standing stage
0,six women showing nationality holding flag,women holding empty flag pole
1,six women showing nationality holding flag,women spanish
2,six women showing nationality holding flag,women holding flag
1,woman standing ladder fixing letters theater sign one woman watches one man stands nearby,woman putting new movie title
2,woman standing ladder fixing letters theater sign one woman watches one man stands nearby,woman stands ladder
0,woman standing ladder fixing letters theater sign one woman watches one man stands nearby,woman sleeps couch
2,young woman standing tall ladder changing display title front old movie theater,young woman front old movie theater
1,young woman standing tall ladder changing display title front old movie theater,young woman works movie theater
0,young woman standing tall ladder changing display title front old movie theater,young woman works ice cream shop
2,boy board strapped feet trick holding onto kind rope,boy showing friends
2,boy board strapped feet trick holding onto kind rope,boy holding rope
0,boy board strapped feet trick holding onto kind rope,boy holding rope sleeping
2,body boarder dumped beach wave whilst surfers standing around water,surfers beach
1,body boarder dumped beach wave whilst surfers standing around water,surfers pros
0,body boarder dumped beach wave whilst surfers standing around water,boarder dumped molten hot lava
0,man standing machine,woman standing machine
2,man standing machine,man standing machine
1,man standing machine,man standing atm machine
0,man wearing blue shirt black stripes woman wearing white jacket walking narrow pathway,man woman seated blanket underneath large oak tree
1,man wearing blue shirt black stripes woman wearing white jacket walking narrow pathway,man woman walking side side narrow path underneath stars
2,man wearing blue shirt black stripes woman wearing white jacket walking narrow pathway,man blue woman white walking path
0,person brown horse wearing jeans plaid shirt cowboy hat attempts lasso running calf,person white horse red shirt baseball hat attempts lasso running calf
2,person brown horse wearing jeans plaid shirt cowboy hat attempts lasso running calf,person trying catch calf
2,person brown horse wearing jeans plaid shirt cowboy hat attempts lasso running calf,person riding horse
2,small boat carrying least one passenger floats water near dock around sunset,boat carrying passenger
2,small boat carrying least one passenger floats water near dock around sunset,little boat carrying least one passenger floats water near dock around sunset
0,small boat carrying least one passenger floats water near dock around sunset,whale eats fish
2,person floating river near metropolitan area,person river near metropolitan area
0,person floating river near metropolitan area,dog floating river near metropolitan area
1,person floating river near metropolitan area,man floating river near metropolitan area
2,young woman rides swinging carnival ride,woman enjoying
0,young woman rides swinging carnival ride,woman broke toe
2,young woman rides swinging carnival ride,women carnival
2,young boy falls skateboard pile brown leaves road,young boy falls autumn
0,young boy falls skateboard pile brown leaves road,leaves green
1,young boy falls skateboard pile brown leaves road,first time skateboarding
0,chef mixes batter showing student instructions,chef mixes batter student stands head
2,chef mixes batter showing student instructions,people prepping food
1,chef mixes batter showing student instructions,chef tall hat teaching student
1,man orange white rides mountain bike forest,man riding 12speed bike wearing orange shirt white shorts
2,man orange white rides mountain bike forest,man adventuring forest outside
0,man orange white rides mountain bike forest,man pushing bike road
1,mountain biker clad protective gear clears small dirt mound track audience watches,biker leaps clad mountain bike show
0,mountain biker clad protective gear clears small dirt mound track audience watches,mountain falls front crowd
1,two men yellow jackets black pants medals,men brave
0,two men yellow jackets black pants medals,men dressed solid red jackets blue pants
2,two men yellow jackets black pants medals,men given award point
0,blue uniformed rollerskater struggling lead longhaired tattooed red uniformed rollerskater,rollerskaters well informer
1,blue uniformed rollerskater struggling lead longhaired tattooed red uniformed rollerskater,racing cash prize
2,blue uniformed rollerskater struggling lead longhaired tattooed red uniformed rollerskater,rollerskaters racing
1,young boy brown shirt green shorts shares laugh elderly lady wearing black pants outfit,boy woman laughing joke told
2,young boy brown shirt green shorts shares laugh elderly lady wearing black pants outfit,boy woman laughing
0,young boy brown shirt green shorts shares laugh elderly lady wearing black pants outfit,boy sad alone
0,woman holding purse reaches grab hands performer dressed statue liberty wearing sunglasses,man ignoring homeless woman begging street rain
2,woman holding purse reaches grab hands performer dressed statue liberty wearing sunglasses,woman interacting performer
1,woman holding purse reaches grab hands performer dressed statue liberty wearing sunglasses,tourist interacting new york city street performer sunny day
2,two men cherry picker proceeding perform work construction site,two men cherry picker performing work outside
1,two men cherry picker proceeding perform work construction site,two construction workers cherry picker assisting workers construction site
0,two men cherry picker proceeding perform work construction site,two men driving truck empty highway
0,young boy wearing safety swimming gear goggles pool,family four plays surf
1,young boy wearing safety swimming gear goggles pool,child wears water wings swimming
2,young boy wearing safety swimming gear goggles pool,kid uses eye protection water
1,man sits man behind washes bus,boss showing man wash bus worker relaxes enjoys duplicity
0,man sits man behind washes bus,mark twain convinced huckleberry finn wash entire bus twain outlines new novel
2,man sits man behind washes bus,one man works another man works sitting
1,man cellphone walking front silver car next green grass,man talking kid
0,man cellphone walking front silver car next green grass,man running snow
2,man cellphone walking front silver car next green grass,man talking cell phone
2,asian man attempting repair green bicycle outdoors two asian men stand,humans
0,asian man attempting repair green bicycle outdoors two asian men stand,man riding bike
2,asian man attempting repair green bicycle outdoors two asian men stand,man fixing bike
0,asian man attempting repair green bicycle outdoors two asian men stand,bike
1,asian man attempting repair green bicycle outdoors two asian men stand,tall humans
1,asian man attempting repair green bicycle outdoors two asian men stand,man fixing bike son
2,little girl lady wearing face paint costumes among others holding orange balloons event,party atmosphere present two females faces decorated paint others holding balloons
0,little girl lady wearing face paint costumes among others holding orange balloons event,man son put camouflage greasepaint faces go hunting
1,little girl lady wearing face paint costumes among others holding orange balloons event,mom little girl getting faces painted local street fair carnival
1,man wears brightly colored ceremonial robe holding similarly colored cone shaped hat star top,puts wizard robe hat
2,man wears brightly colored ceremonial robe holding similarly colored cone shaped hat star top,holds robe hat
1,man wears brightly colored ceremonial robe holding similarly colored cone shaped hat star top,wizard casts spell
0,customer places order quiznos another customer looks,customer turns around leaves restaurant without ordering lunch
2,customer places order quiznos another customer looks,someone orders food quiznos
1,customer places order quiznos another customer looks,second person line nosy
2,bald man red shirt khaki shorts buys something woman wearing visor store,man making purchase store
1,bald man red shirt khaki shorts buys something woman wearing visor store,man khaki shorts buying snack
0,bald man red shirt khaki shorts buys something woman wearing visor store,bald man leaves store without buying anything
1,young man caught midair skateboard trick urban environment,people watching skateboarder
1,young man caught midair skateboard trick urban environment,man upside air
0,young man caught midair skateboard trick urban environment,man standing sidewalk
0,bulldog running grassy park people stand background,bulldog laying shade large oak tree
1,bulldog running grassy park people stand background,bulldog running outdoors owners watch
2,bulldog running grassy park people stand background,bulldog running outdoors
0,young boy wearing blue pajamas yellow glasses leaping air,girl looking ready sleep
2,young boy wearing blue pajamas yellow glasses leaping air,boy pajamas jumping
1,young boy wearing blue pajamas yellow glasses leaping air,boy excited bedtime
2,man fleece jacket works piece tin,man wearing jacket
1,man fleece jacket works piece tin,man wearing brown jacket
0,man fleece jacket works piece tin,man wearing jacket
1,large tan dog rolling around back yard grass,dog fun sunny day
0,large tan dog rolling around back yard grass,small dog sitting rain
2,large tan dog rolling around back yard grass,dog rolling grass
2,young people uniform playing rugby game,people playing rugby game
1,young people uniform playing rugby game,one person kicking rugby ball field
0,young people uniform playing rugby game,young people playing tennis
0,man tan shirt standing kitchen counter looking food,man standing dinner table looking family
1,man tan shirt standing kitchen counter looking food,man standing kitchen counter looking food made
2,man tan shirt standing kitchen counter looking food,man standing kitchen counter looking food
1,athlete slough jets hockey team skating ice rink hockey stick equipped,hockey player warming rink
0,athlete slough jets hockey team skating ice rink hockey stick equipped,olympic hopefuls perform swim routines
2,athlete slough jets hockey team skating ice rink hockey stick equipped,person ice skating
2,young boy boy scout shirt sits folding camp chair indoors similar chairs around green tent behind,young boy clothes indoors chairs
0,young boy boy scout shirt sits folding camp chair indoors similar chairs around green tent behind,young boy scout cleaning aftermath awesome party
0,young boy boy scout shirt sits folding camp chair indoors similar chairs around green tent behind,young boy sleeping
0,four black teenagers playing basketball inside gymnasium another one watches,four teenagers playing chess
2,four black teenagers playing basketball inside gymnasium another one watches,four teenagers playing inside gym
1,four black teenagers playing basketball inside gymnasium another one watches,four teenagers practicing basketball game
2,view soccer ball kicked goal net,soccer ball going net
1,view soccer ball kicked goal net,soccer ball spin dramatically past goalie
0,view soccer ball kicked goal net,soccer ball bounces mud puddle street
2,two people dense jungle area trees grass everywhere,two people outside
0,two people dense jungle area trees grass everywhere,man holding microphone stage
1,two people dense jungle area trees grass everywhere,couple looking lost dog
2,man woman walking near ocean,man woman walk near water
0,man woman walking near ocean,man woman desert
2,man woman walking near ocean,man woman walking beach
0,men running jumping twisting air crowd people watches,two men sitting bench crowd watches
2,men running jumping twisting air crowd people watches,people engage physical activity front people
1,men running jumping twisting air crowd people watches,men perform gymnastics tricks live show
1,several men dressed renaissance outfits,tall humans outfits
0,several men dressed renaissance outfits,nobody outfit
2,several men dressed renaissance outfits,humans outfits
1,man drawing pictures individuals sits umbrella previous works justin beiber around,artist works
0,man drawing pictures individuals sits umbrella previous works justin beiber around,dog lies
2,man drawing pictures individuals sits umbrella previous works justin beiber around,man drawing
0,girl yellow shorts white jacket tennis ball left pocket,man wearing yellow shorts white jacket
1,girl yellow shorts white jacket tennis ball left pocket,girl play tennis
2,girl yellow shorts white jacket tennis ball left pocket,girl tennis ball pocket
1,couple travelers train station,travelers train station waiting train arrive
0,couple travelers train station,several dogs waiting ride home dog park
2,couple travelers train station,travelers train station
2,person motorcycle,person motorcycle
0,person motorcycle,couple motorcycle
1,person motorcycle,man motorcycle
2,two people ocean,two ocean goers human
1,two people ocean,people swim ocean
0,two people ocean,two people placid lake
1,three different women fun toy livingroom,three women play childrens leftover christmas toys
0,three different women fun toy livingroom,police officer issues citation
2,three different women fun toy livingroom,three women playing toy home
1,man holding long leash attached large dog smelling grass,man walking brown dog
0,man holding long leash attached large dog smelling grass,man running away
2,man holding long leash attached large dog smelling grass,man walking dog
1,young man dreadlocks cutoff woman scissors,young man barber shop
0,young man dreadlocks cutoff woman scissors,young man bald
2,young man dreadlocks cutoff woman scissors,young man twisted hair
0,lady carrying big bag walking trees bloom,man sweeping driveway
1,lady carrying big bag walking trees bloom,lady carrying big bag flowers
2,lady carrying big bag walking trees bloom,lady carrying big bag
1,girl black shorts pushing bike street,female dark shorts tiredly pushing mode transportation road
2,girl black shorts pushing bike street,female dark shorts pushing mode transportation road
0,girl black shorts pushing bike street,female dark shorts taking nap grannys house
0,man woman shes dressed white white shirt holding hands walking,man stabbing woman alley
1,man woman shes dressed white white shirt holding hands walking,husband wife hold hands
2,man woman shes dressed white white shirt holding hands walking,man woman hold hands
0,young woman wearing striped pink shirt approaching stoneblock stairs,young woman grey tanktop passes stairs
1,young woman wearing striped pink shirt approaching stoneblock stairs,young woman comes towards steps apartment
1,young woman wearing striped pink shirt approaching stoneblock stairs,woman prepares ascend stairs
0,small boys sports jerseys play yellow ball,man riding bike
2,small boys sports jerseys play yellow ball,small boys playing
1,small boys sports jerseys play yellow ball,peewee football team practice
1,old man wrapped gray cloth sitting wall,old man sits wall watching people walk
0,old man wrapped gray cloth sitting wall,old man lye bed isnt feeling well
1,old man wrapped gray cloth sitting wall,old man outdoors
1,scene life show man singing center two women one side,play going
0,scene life show man singing center two women one side,man sitting audience
2,scene life show man singing center two women one side,man singing stage
2,baby bathrobe waits shower,baby dressed bathrobe waiting shower
1,baby bathrobe waits shower,baby waiting mother give shower
0,baby bathrobe waits shower,baby diaper changed
1,little boy bathrobe sits bench near shower bathroom,bench cold
2,little boy bathrobe sits bench near shower bathroom,boy inside building
0,little boy bathrobe sits bench near shower bathroom,boy shower
1,woman soaks feet natural pool landscape rocks green covered tents background,woman camping
0,woman soaks feet natural pool landscape rocks green covered tents background,lady swimming natural pool next red covered tents
2,woman soaks feet natural pool landscape rocks green covered tents background,lady outdoors
0,young women dips feet natural spring outdoor setting,woman dips toes indoor pool
1,young women dips feet natural spring outdoor setting,college aged woman sitting spring
2,young women dips feet natural spring outdoor setting,woman outside touching water
2,male black hat brown jacket black white sports pants reading newspaper next aged stone building bike front,male hat
1,male black hat brown jacket black white sports pants reading newspaper next aged stone building bike front,male black man
0,male black hat brown jacket black white sports pants reading newspaper next aged stone building bike front,man home sleeping
1,female looking microscope,female looking cell specimen
2,female looking microscope,lady observing something
0,female looking microscope,lady poked eye needles
2,group black children huddled around white soldier clapping,children adult
0,group black children huddled around white soldier clapping,children throw rocks militant threatening safety
1,group black children huddled around white soldier clapping,children celebrate soldier rescued
0,child playing green white red spinning toy turning ground,man playing green white red spinning toy turning ground
1,child playing green white red spinning toy turning ground,sad child playing green white red spinning toy turning ground
2,child playing green white red spinning toy turning ground,kid playing green white red spinning toy turning ground
2,jockey blue helmet red shirt white pants riding race horse sparkasse signs background,jockey riding horse
