similarity,sentence1,sentence2
entailment,A brunette wearing a little black dress walking.,She walked wearing a little black dress.
neutral,A brunette wearing a little black dress walking.,A brunette in her little black dress is a sight for sore eyes for this serviceman.
neutral,Many people in running clothes are waiting for the run for haiti to start.,12 people are waiting
contradiction,Many people in running clothes are waiting for the run for haiti to start.,no one is waiting
entailment,Many people in running clothes are waiting for the run for haiti to start.,there are people in running clothes
entailment,Several people wearing number bibs in a run.,Several people are wearing their numbers in a race.
contradiction,Several people wearing number bibs in a run.,The people are swimming in a race.
neutral,Several people wearing number bibs in a run.,The people are competing in a marathon for a trophy.
entailment,A man is holding metal rims one with each hand while talking to two people.,A person is holding rims while talking.
contradiction,A man is holding metal rims one with each hand while talking to two people.,A woman is holding two frisbees silently.
neutral,A man is holding metal rims one with each hand while talking to two people.,An old man is holding metal rims while talking to women.
entailment,A crowd of people prepare for a marathon.,people prepare for a marathon
contradiction,A crowd of people prepare for a marathon.,one person prepares for a marathon
neutral,A crowd of people prepare for a marathon.,young people prepare for a marathon
contradiction,A juggler bowing after a performance.,Nobody is bowing.
neutral,A juggler bowing after a performance.,A short person bowing
entailment,A juggler bowing after a performance.,A human bowing.
neutral,A group of people enter a fancy golden living room.,The group of people are in a gold room.
contradiction,A group of people enter a fancy golden living room.,The group of people are at a office break room.
entailment,A group of people enter a fancy golden living room.,A crowd of people are in a fancy colored room.
entailment,A girl with pigtails plays in the water.,A child plays in the water.
neutral,A girl with pigtails plays in the water.,A girl plays in the water at the beach.
contradiction,A girl with pigtails plays in the water.,A girl is sitting on a towel at the beach.
contradiction,"The people are gathered in a room with a sofa, round mirror, and chandelier.",People are at a rock concert.
entailment,"The people are gathered in a room with a sofa, round mirror, and chandelier.",People are indoors.
neutral,"The people are gathered in a room with a sofa, round mirror, and chandelier.",People are in a funeral parlor.
neutral,"A group of people mills about in a room with crystal chandelier, a brown leather couch and a large round mirror.",a group of people are gettign ready to eat
entailment,"A group of people mills about in a room with crystal chandelier, a brown leather couch and a large round mirror.",a group of people are ina  room
contradiction,"A group of people mills about in a room with crystal chandelier, a brown leather couch and a large round mirror.",a group sleeps quietly at a park
contradiction,A group of people stand in a fancily decorated room.,The group of people are seated.
neutral,A group of people stand in a fancily decorated room.,A group of people happily stand.
contradiction,A group of people stand in a fancily decorated room.,A group of people are sitting in the grass at a football game.
contradiction,A group of people stand in a fancily decorated room.,People are eating outdoor.
entailment,A group of people stand in a fancily decorated room.,Some people stand in a well decorated room.
neutral,A group of people stand in a fancily decorated room.,A tour group is looking at one of the rooms of a fancy estate.
entailment,A group of people stand in a fancily decorated room.,A group of people stand.
neutral,A group of people stand in a fancily decorated room.,Some people are visiting a castle.
contradiction,A group of people stand in a fancily decorated room.,A swim team is practicing in the pool for a relay competition.
contradiction,A group of people stand in a fancily decorated room.,A group of people sit.
entailment,A group of people stand in a fancily decorated room.,More than one person is inside an area.
neutral,A group of people stand in a fancily decorated room.,Some kids are staying inside the house.
neutral,A group of people stand in a fancily decorated room.,The group of people are family.
entailment,A group of people stand in a fancily decorated room.,The group of people are all standing.
entailment,A group of people stand in a fancily decorated room.,Some people are inside a room.
neutral,a group of people are congregated in a room by a big round mirror.,A group of tourists look at an expensive mirror.
contradiction,a group of people are congregated in a room by a big round mirror.,A group of tourists look at a famous painting.
neutral,a group of people are congregated in a room by a big round mirror.,A group looks at a big mirror.
entailment,"people standing, fishing and diving into the water.",They are standing by the water.
contradiction,"people standing, fishing and diving into the water.",They are standing on top of the mountain.
neutral,"people standing, fishing and diving into the water.",They are outdoors.
neutral,A man takes a swan dive off a cliff while others look on.,A man jumping off a tall cliff.
contradiction,A man takes a swan dive off a cliff while others look on.,A woman taking a swan dive.
entailment,A man takes a swan dive off a cliff while others look on.,A man taking a swan dive.
entailment,People rock jumping into water while people fish in the background.,The people here are doing different activities.
neutral,People rock jumping into water while people fish in the background.,Some of the people who are shown are in mid-air right now.
contradiction,People rock jumping into water while people fish in the background.,Everyone depicted is currently in a business meeting.
neutral,A group of men enjoying their selves on the closer-to-shore area of an ocean.,A group of men enjoying their selves after being up all night stand on the closer-to-shore area of an ocean
entailment,A group of men enjoying their selves on the closer-to-shore area of an ocean.,A group of men are on the shore
contradiction,A group of men enjoying their selves on the closer-to-shore area of an ocean.,A group of men sit at a bar near the beach
contradiction,A man in blue swim trunks diving off a large rock.,boy eats popsicle
neutral,A man in blue swim trunks diving off a large rock.,man shows off for crowd
entailment,A man in blue swim trunks diving off a large rock.,man dives
entailment,A man is taking part in a religious ceremony.,A man is taking part in a ceremony.
neutral,A man is taking part in a religious ceremony.,A man is performing a ceremony for a relative.
contradiction,A man is taking part in a religious ceremony.,A man is watching a ceremony.
entailment,two dogs running in grass,The dogs are outdoors.
neutral,two dogs running in grass,The two dogs are Rotweilers.
contradiction,two dogs running in grass,The dogs are taking a nap.
entailment,Two white dogs run side by side in green grass.,Two animals are next to each other.
neutral,Two white dogs run side by side in green grass.,Two happy dogs are having a race.
contradiction,Two white dogs run side by side in green grass.,Two black dogs are sleeping by a fire.
neutral,Two white dogs run on the grass next to a road.,A few dogs are running on the road
entailment,Two white dogs run on the grass next to a road.,There are dogs running on the grass
contradiction,Two white dogs run on the grass next to a road.,Those dogs are sleeping
entailment,A group of men in white robes and standing with their hands raised.,The men are raising their hands like they are surrendering.
neutral,A group of men in white robes and standing with their hands raised.,The men in white robes are looking for trouble.
contradiction,A group of men in white robes and standing with their hands raised.,The men raising their hands are wearing black hoodies.
contradiction,Multiple martial artist's pose with their hands in the air.,The MMA fighters are crying in shame from their defeat.
neutral,Multiple martial artist's pose with their hands in the air.,The MMA fighters are having their pictures taken for winning the championship.
entailment,Multiple martial artist's pose with their hands in the air.,The MMA fighters are posing together.
neutral,Men with their hands raised are wearing karate uniforms.,Men with their fists raised are wearing karate uniforms.
entailment,Men with their hands raised are wearing karate uniforms.,Men with their hands raised are wearing uniforms.
contradiction,Men with their hands raised are wearing karate uniforms.,Women with their hands raised are wearing karate uniforms.
neutral,Men in white outfits are holding up their hands.,A group of men try to reach a high shelf.
contradiction,Men in white outfits are holding up their hands.,A man has his hands in his jacket pockets.
entailment,Men in white outfits are holding up their hands.,People have their hands raised.
contradiction,A young woman with beige pants is walking a dog.,Two dogs are running rambunctiously.
neutral,A young woman with beige pants is walking a dog.,A woman is walking with her excited dog.
entailment,A young woman with beige pants is walking a dog.,A woman is outside with a dog.
entailment,A gentlemen is trimming branches from various trees.,A man is trimming some trees.
contradiction,A gentlemen is trimming branches from various trees.,A man is sleeping under a tree.
neutral,A gentlemen is trimming branches from various trees.,The man is almost finished trimming the trees.
neutral,"Two men talking with each other while sitting at a table, and one is holding a partially-opened book.",The men are discussing their jobs.
entailment,"Two men talking with each other while sitting at a table, and one is holding a partially-opened book.",The men are talking at the table.
contradiction,"Two men talking with each other while sitting at a table, and one is holding a partially-opened book.",A couple of women drive home from work.
entailment,A man and woman are dressed in renaissance attire.,The robes are thick and tight.
contradiction,A man and woman are dressed in renaissance attire.,They are spies of Gotham.
neutral,A man and woman are dressed in renaissance attire.,They are at a renaissance fair.
entailment,"A man and a woman, standing on a boat, observing something.",There are people on a boat.
neutral,"A man and a woman, standing on a boat, observing something.",Some people are watching something.
contradiction,"A man and a woman, standing on a boat, observing something.",The boat is sinking.
contradiction,A man is taking a picture while standing on a boat.,Jack was the king of the world.
entailment,A man is taking a picture while standing on a boat.,A man taking a picture.
neutral,A man is taking a picture while standing on a boat.,A guys captures the sunset.
contradiction,little girl at play gym with hair flying in air,The little girl is riding a bike at the park.
entailment,little girl at play gym with hair flying in air,The little girl is having fun.
neutral,little girl at play gym with hair flying in air,The little girl is playing soccer.
contradiction,A man on a boat in a blue shirt is holding a fishing pole that is bending towards the sea as if he has caught a fish.,A man on a bike riding down a sidewalk.
entailment,A man on a boat in a blue shirt is holding a fishing pole that is bending towards the sea as if he has caught a fish.,A man on a boat holding a fishing pole.
neutral,A man on a boat in a blue shirt is holding a fishing pole that is bending towards the sea as if he has caught a fish.,A man on a boat holding a new fishing pole.
entailment,The black dog in front of the tree has a green toy in its mouth.,A black dog is next to a tree.
neutral,The black dog in front of the tree has a green toy in its mouth.,A dog is in front of a tree at a park.
contradiction,The black dog in front of the tree has a green toy in its mouth.,A dog has a red toy in its mouth.
entailment,"Two children, a boy in a yellow shirt and a girl in blue and white stripes, swinging.",Two kids are playing on the swing set.
contradiction,"Two children, a boy in a yellow shirt and a girl in blue and white stripes, swinging.",Two boys in red shirts are on the slide.
neutral,"Two children, a boy in a yellow shirt and a girl in blue and white stripes, swinging.",Two children are swinging at the city park.
neutral,Five children are being sprayed by a water fountain,Children are by an outside water fountain.
contradiction,Five children are being sprayed by a water fountain,Six children are sitting in class at school.
entailment,Five children are being sprayed by a water fountain,Five kids are by a water fountain.
entailment,A boy and a girl are swinging on a swing set in a park.,People are outdoors.
neutral,A boy and a girl are swinging on a swing set in a park.,Brother and sister playing together at the neighborhood park
neutral,A boy and a girl are swinging on a swing set in a park.,Children are playing at a family outing.
contradiction,A boy and a girl are swinging on a swing set in a park.,there is a monster in the park
contradiction,A boy and a girl are swinging on a swing set in a park.,The boy and girl are in bed.
neutral,A boy and a girl are swinging on a swing set in a park.,A brother and sister are playing together at the park.
contradiction,A boy and a girl are swinging on a swing set in a park.,Two children slide down a slide
entailment,A boy and a girl are swinging on a swing set in a park.,Two children outside
entailment,A boy and a girl are swinging on a swing set in a park.,Children play outside.
entailment,A boy and a girl are swinging on a swing set in a park.,Children are playing in a park outdoors.
neutral,A boy and a girl are swinging on a swing set in a park.,Brother and sister play outdoors.
contradiction,A boy and a girl are swinging on a swing set in a park.,There are a boy and a girl swimming in a pool.
entailment,A boy and a girl are swinging on a swing set in a park.,there is a swing set
neutral,A boy and a girl are swinging on a swing set in a park.,they are childern
contradiction,A boy and a girl are swinging on a swing set in a park.,Children watch television.
contradiction,A man waits at a light to cross the street.,man driving his car
entailment,A man waits at a light to cross the street.,man standing at the signal
neutral,A man waits at a light to cross the street.,man going to a restaurant across the street
neutral,Scene girl with batman belt and black leather jacket.,A girl with a cape on.
contradiction,Scene girl with batman belt and black leather jacket.,A boy dressed up for Easter.
entailment,Scene girl with batman belt and black leather jacket.,Girl dressed in black leather.
contradiction,Group of asian children dressed in white shirts and hats performing with a crowd looking on.,The group of Asian Kids were watching tb
entailment,Group of asian children dressed in white shirts and hats performing with a crowd looking on.,Group of asian children dressed in white shirts and hats performing with a crowd looking on
neutral,Group of asian children dressed in white shirts and hats performing with a crowd looking on.,The group of Asian kids were entertainers
neutral,Two dogs are tugging at a piece of white material.,The dogs are brothers
entailment,Two dogs are tugging at a piece of white material.,Dogs are tugging something
contradiction,Two dogs are tugging at a piece of white material.,The dogs are sleeping
entailment,Two dogs fight over a piece of cloth.,The animals are fighting.
contradiction,Two dogs fight over a piece of cloth.,The animals are asleep.
neutral,Two dogs fight over a piece of cloth.,The dogs are playing outside.
neutral,Two dogs with a rag in their mouths,The dogs are poodles
neutral,Two dogs with a rag in their mouths,Two dogs are playing
contradiction,Two dogs with a rag in their mouths,One dog is a cat in disguise
neutral,Two dogs tug on a towel.,The dogs are fighting over a towel.
entailment,Two dogs tug on a towel.,There are two dogs.
contradiction,Two dogs tug on a towel.,The two dogs are laying on the towel.
neutral,A large dog and a small one walk with their toys.,A large dog and a small one walk with their chew toys.
entailment,A large dog and a small one walk with their toys.,A dog and a small one walk with their toys.
contradiction,A large dog and a small one walk with their toys.,A large cat and a small one walk with their toys.
entailment,A young boy is skating through a skating park.,A young skater skates.
contradiction,A young boy is skating through a skating park.,A young boy is sitting and watching skaters in the skate park.
neutral,A young boy is skating through a skating park.,A boy enjoys skating in the skate park.
neutral,A man enjoys some extravagant artwork.,A man is looking at some modern art.
entailment,A man enjoys some extravagant artwork.,A man is viewing art.
contradiction,A man enjoys some extravagant artwork.,A man is making art.
neutral,"5 children, 2 boys and 3 girls, share food while sitting outside of a building.",The children are having a picnic.
contradiction,"5 children, 2 boys and 3 girls, share food while sitting outside of a building.",The children are sound asleep.
entailment,"5 children, 2 boys and 3 girls, share food while sitting outside of a building.",The children are sharing food.
contradiction,Five young children all wearing heavy clothes are sitting together on the sidewalk.,Five children are sitting at their desks.
neutral,Five young children all wearing heavy clothes are sitting together on the sidewalk.,Five children are out in the cold.
entailment,Five young children all wearing heavy clothes are sitting together on the sidewalk.,Five children are outside.
contradiction,Man with star tattoo wearing black t-shirt and shorts admiring art displayed outside.,The scenery is barren.
neutral,Man with star tattoo wearing black t-shirt and shorts admiring art displayed outside.,The man is bald.
entailment,Man with star tattoo wearing black t-shirt and shorts admiring art displayed outside.,There is art.
contradiction,Several people walking along a curved walkway inside of a building with various advertisements.,The building was a movie theater
entailment,Several people walking along a curved walkway inside of a building with various advertisements.,Several people walking along the walkway inside the build with various advertisements
neutral,Several people walking along a curved walkway inside of a building with various advertisements.,There were a lot of ads when the people were entering the building
neutral,Several people walking along a curved walkway inside of a building with various advertisements.,Several people are happily walking.
entailment,Several people walking along a curved walkway inside of a building with various advertisements.,Several people are walking.
entailment,Several people walking along a curved walkway inside of a building with various advertisements.,People are walking along a curved walkway
contradiction,Several people walking along a curved walkway inside of a building with various advertisements.,The people are outside on an airstrip.
contradiction,Several people walking along a curved walkway inside of a building with various advertisements.,People run into the stree.
neutral,Several people walking along a curved walkway inside of a building with various advertisements.,People have come to an indoor sporting event where many sponsors have put up ads.
contradiction,Several people walking along a curved walkway inside of a building with various advertisements.,Several people are running.
contradiction,Several people walking along a curved walkway inside of a building with various advertisements.,People are sitting on a stool.
neutral,Several people walking along a curved walkway inside of a building with various advertisements.,Many people are looking at the Mcdonalds ad that features new items.
entailment,Several people walking along a curved walkway inside of a building with various advertisements.,People walk along a walkway.
entailment,Several people walking along a curved walkway inside of a building with various advertisements.,They are in a hallway with promotional posters.
neutral,Several people walking along a curved walkway inside of a building with various advertisements.,Children walk along a walkway.
contradiction,A guy looking at posters displayed outside of a building.,A woman looking at posters.
entailment,A guy looking at posters displayed outside of a building.,A guy looking at posters.
neutral,A guy looking at posters displayed outside of a building.,A guy looking at new movie posters.
entailment,A kit looking at large artwork displayed outside a business building.,There is a piece of artwork on a building.
neutral,A kit looking at large artwork displayed outside a business building.,This artwork was made by a famous artist.
contradiction,A kit looking at large artwork displayed outside a business building.,There is someone surfing on a wave.
neutral,A lady wearing a red dress is playing a bagpipe.,a woman plays a bagpipe in a marching band.
contradiction,A lady wearing a red dress is playing a bagpipe.,A woman is playing a flute.
entailment,A lady wearing a red dress is playing a bagpipe.,A woman plays a musical instrument.
neutral,Men constructing a wood wall for a building.,Tall humans constructing.
entailment,Men constructing a wood wall for a building.,Human constructing.
contradiction,Men constructing a wood wall for a building.,Nobody is constructing.
contradiction,Little boy with red shirt and gray shorts does a trick on a skateboard.,The boy's shorts are blue.
entailment,Little boy with red shirt and gray shorts does a trick on a skateboard.,A boy is riding a skateboard.
neutral,Little boy with red shirt and gray shorts does a trick on a skateboard.,The boy is at a skate park.
contradiction,One construction worker in a red shirt watching another construction worker with a hammer fix something.,Two workers are playing football.
entailment,One construction worker in a red shirt watching another construction worker with a hammer fix something.,Two construction workers are working on a project.
neutral,One construction worker in a red shirt watching another construction worker with a hammer fix something.,Two construction workers are working on a playground.
contradiction,A brown dog is running in a yard.,The brown dog is laying on the porch.
neutral,A brown dog is running in a yard.,The brown dog is chasing a squirrel.
entailment,A brown dog is running in a yard.,The brown dog is outside.
entailment,A dog running in a fenced yard,An animal running in a fenced yard
neutral,A dog running in a fenced yard,A big dog running in a fenced yard
contradiction,A dog running in a fenced yard,A cat running in a fenced yard
contradiction,A brown dog runs in the grass with a wooden fence behind.,The brown dog is climbing up the wooden fence.
neutral,A brown dog runs in the grass with a wooden fence behind.,The brown dog is a Cocker Spaniel.
entailment,A brown dog runs in the grass with a wooden fence behind.,There is a brown canine outdoors.
neutral,a brown dog jumping through the grass.,A dog is playing in the grass
entailment,a brown dog jumping through the grass.,A dog is outside
contradiction,a brown dog jumping through the grass.,A dog is digging a hole
entailment,Indian barber waiting for customers.,The barber was Indian and had several customers.
neutral,Indian barber waiting for customers.,The barber did a good job.
contradiction,Indian barber waiting for customers.,The American barber was waiting on customers.
contradiction,A woman in a red medieval type dress playing a bagpipe or some similar instrument.,A woman in red danced while others played music.
neutral,A woman in a red medieval type dress playing a bagpipe or some similar instrument.,A woman in a red dress is dancing and playing.
entailment,A woman in a red medieval type dress playing a bagpipe or some similar instrument.,A woman in a red dress is playing the bagpipes.
entailment,Brown dog running on grass.,A brown animal is running on the grass.
neutral,Brown dog running on grass.,A large brown female dog is running on the grass.
contradiction,Brown dog running on grass.,A cat is walking on the grass.
contradiction,A worker in a blue hard-hat looks on as another man works,The men are asleep.
neutral,A worker in a blue hard-hat looks on as another man works,The two men are in a relationship.
entailment,A worker in a blue hard-hat looks on as another man works,The man has on a hard hat.
entailment,A young boy in a blue shirt stands in the middle of hundreds of watermelon with four other people and a red truck in the background.,A young boy is outdoors
neutral,A young boy in a blue shirt stands in the middle of hundreds of watermelon with four other people and a red truck in the background.,A young boy is in a watermelon patch with his family
contradiction,A young boy in a blue shirt stands in the middle of hundreds of watermelon with four other people and a red truck in the background.,A young boy is indoors playing Xbox
contradiction,An extreme sports skier grinding on top of a curved structure,A boat is pulling the skier towards the jump.
neutral,An extreme sports skier grinding on top of a curved structure,A skier is competing in the extreme competition.
entailment,An extreme sports skier grinding on top of a curved structure,The skier is gliding downhill.
neutral,Two dogs wrestle in the ground.,Two dogs are angrily fighting over food.
contradiction,Two dogs wrestle in the ground.,Two dogs are sitting calmly indoors.
entailment,Two dogs wrestle in the ground.,Two animals engage in physical contact.
contradiction,People are waiting for a train at the subway.,People are waiting for a carpool to arrive.
neutral,People are waiting for a train at the subway.,A group of friends are waiting for a train home after an event.
entailment,People are waiting for a train at the subway.,People are waiting for transportation.
entailment,"A man without safety equipment rides a snowboard across an elevated, curved surface",A man rides a snowboard.
contradiction,"A man without safety equipment rides a snowboard across an elevated, curved surface",A man rides a griffin in a competition.
neutral,"A man without safety equipment rides a snowboard across an elevated, curved surface",A man rides a snowboard in a competition.
entailment,A man wearing a red t-shirt is snowboarding even though he's not wearing a jacket.,A person is on the snow.
contradiction,A man wearing a red t-shirt is snowboarding even though he's not wearing a jacket.,A man wearing a wetsuit is in the ocean.
entailment,A man wearing a red t-shirt is snowboarding even though he's not wearing a jacket.,A snowboarder is wearing a tee shirt.
entailment,A young man wearing black pants and a red shirt is snowboarding.,A person is wearing clothes.
contradiction,A young man wearing black pants and a red shirt is snowboarding.,A dog is sleeping.
neutral,A young man wearing black pants and a red shirt is snowboarding.,A man is getting ready to race down a hill during an event.
entailment,Many cyclists ride past a group of onlookers.,cyclists ride past onlookers
neutral,Many cyclists ride past a group of onlookers.,onlookers  watch cyclists
contradiction,Many cyclists ride past a group of onlookers.,onlookers are funny
neutral,a couple walking down the street carrying bags,A couple making the long trip home after grocery shopping.
contradiction,a couple walking down the street carrying bags,A couple walking up the street carrying cheese.
entailment,a couple walking down the street carrying bags,Two people walking together down the street.
neutral,A man and a woman are carrying bags down an empty street.,A couple is carrying luggage down an empty street.
entailment,A man and a woman are carrying bags down an empty street.,Two people are carrying bags.
contradiction,A man and a woman are carrying bags down an empty street.,A man and woman are empty handed after leaving the store.
neutral,A woman on a cellphone and a woman in a skirt walking together.,Two women are at the mall.
entailment,A woman on a cellphone and a woman in a skirt walking together.,Two women are walking.
contradiction,A woman on a cellphone and a woman in a skirt walking together.,Two women are swimming.
entailment,Two people carrying various items walking down a city street.,Two people are walking down the street.
neutral,Two people carrying various items walking down a city street.,A couple returns home after shopping.
contradiction,Two people carrying various items walking down a city street.,The friends walk home empty-handed.
contradiction,"A man and a woman walking down a street, carrying luggage.",A man and woman hauling luggage in a car.
entailment,"A man and a woman walking down a street, carrying luggage.",A man and woman carrying luggage.
neutral,"A man and a woman walking down a street, carrying luggage.",A man and his wife carrying luggage.
entailment,A man does a trick with his bike overlooking a village.,the man does bike tricks.
contradiction,A man does a trick with his bike overlooking a village.,the man is a cop.
neutral,A man does a trick with his bike overlooking a village.,the man is riding his bike.
contradiction,A man is seen singing into a microphone and playing banjo with a guitar nearby while sitting on a stool at a festival where there are booths featuring items for sale.,Everybody is putting their instruments away.
neutral,A man is seen singing into a microphone and playing banjo with a guitar nearby while sitting on a stool at a festival where there are booths featuring items for sale.,Someone is performing at a festival.
entailment,A man is seen singing into a microphone and playing banjo with a guitar nearby while sitting on a stool at a festival where there are booths featuring items for sale.,Someone is performing music.
contradiction,Young man wearing a helmet t-shirt and jeans riding a bike in the air.,The man is not wearing a helmet while pushing his bike home
neutral,Young man wearing a helmet t-shirt and jeans riding a bike in the air.,"The man is riding his bike on a dirt course, hitting a jump"
entailment,Young man wearing a helmet t-shirt and jeans riding a bike in the air.,A young man is protecting his head while riding his bike
contradiction,A young male with a black helmet and elbow guards does a bike trick.,The person on the bike is wearing a blue hat.
neutral,A young male with a black helmet and elbow guards does a bike trick.,A person is riding a bike at a skate park.
entailment,A young male with a black helmet and elbow guards does a bike trick.,A person is on a bike.
entailment,The man attempting an extreme stunt on his bicycle is wearing a black helmet and black elbow pads.,A man is riding a bike and doing dangerous things.
neutral,The man attempting an extreme stunt on his bicycle is wearing a black helmet and black elbow pads.,A man is doing a back flip on an orange bike.
contradiction,The man attempting an extreme stunt on his bicycle is wearing a black helmet and black elbow pads.,A man is on a red hang glider.
contradiction,A boy in a black helmet jumps a bicycle with a small town visible in the background.,A boy rides a skateboard through a major city.
neutral,A boy in a black helmet jumps a bicycle with a small town visible in the background.,A boy lives in a small town.
entailment,A boy in a black helmet jumps a bicycle with a small town visible in the background.,A boy in a helmet jumps a bicycle.
contradiction,A man with tattoos wearing blue shorts stands next to a shop vac in a cart.,A woman is running a vacuum cleaner.
entailment,A man with tattoos wearing blue shorts stands next to a shop vac in a cart.,A guy showing his ink is by a vacuum cleaner.
neutral,A man with tattoos wearing blue shorts stands next to a shop vac in a cart.,An ex con is working in an auto garage in the summer.
entailment,On a sunny day this tattooed man removed is clothing at a detail shop.,It is a sunny day.
contradiction,On a sunny day this tattooed man removed is clothing at a detail shop.,The man is sleeping.
neutral,On a sunny day this tattooed man removed is clothing at a detail shop.,The man is heavily tattooed.
contradiction,A shirtless man outside of a car detailing store.,Watching f7 was awesome
neutral,A shirtless man outside of a car detailing store.,While a person is getting his car detailed a man is shirtless standing outside eating
entailment,A shirtless man outside of a car detailing store.,While a person is getting his car detailed a man is shirtless standing outside
neutral,A man with tattoos has his shirt off.,A guy is taking off his shirt to get tattooed.
entailment,A man with tattoos has his shirt off.,A man has ink on his skin.
contradiction,A man with tattoos has his shirt off.,The man is asleep.
contradiction,A tattooed man putting on his shirt.,The man has no tattos.
neutral,A tattooed man putting on his shirt.,The man is covered in tattoos.
entailment,A tattooed man putting on his shirt.,A man with tattoos is getting dressed.
entailment,A Budweiser-sponsored race car accelerates quickly with smoke behind it.,A Budweiser-sponsored race car accelerates quickly
contradiction,A Budweiser-sponsored race car accelerates quickly with smoke behind it.,A Budweiser-sponsored race car is getting washed
neutral,A Budweiser-sponsored race car accelerates quickly with smoke behind it.,A Budweiser-sponsored race car accelerates quickly in the race
neutral,A man in an Otis uniform strides across a crosswalk.,a man is alone on a sidewalk
contradiction,A man in an Otis uniform strides across a crosswalk.,a man is swimmin in the ocean
entailment,A man in an Otis uniform strides across a crosswalk.,a man is on a sidewalk
entailment,Construction workers chatting on-site.,Some construction workers are chatting on their work site.
contradiction,Construction workers chatting on-site.,A fireman sits and eats waiting for a fire to happen.
neutral,Construction workers chatting on-site.,Construction workers take a break and chat while they are on-site.
neutral,A man is standing on a mountain peak with a cloudy sky in the background.,A man is perched atop a mountain peak with a cloudy sky on the horizon
contradiction,A man is standing on a mountain peak with a cloudy sky in the background.,A man is sliding down  a mountain peak with a cloudy sky on the horizon
entailment,A man is standing on a mountain peak with a cloudy sky in the background.,A man is standing atop a mountain peak with a cloudy sky on the horizon
neutral,Construction workers chat with one another beside a cement filled hole.,A group of construction workers talking with each other about the job that is being done in front of them outside.
contradiction,Construction workers chat with one another beside a cement filled hole.,A group of painters painting a concrete wall.
neutral,Construction workers chat with one another beside a cement filled hole.,A group of construction workers relay orders to one another as they fill a hole with cement.
contradiction,A man in a uniform crossing a street.,The man is sleeping on a park bench.
entailment,A man in a uniform crossing a street.,A man is going somewhere.
neutral,A man in a uniform crossing a street.,The man is a fireman.
neutral,Chinese person carrying a big pot of stew to the fathers house.,A Chinese person is deliverying a pot of stew to a party.
contradiction,Chinese person carrying a big pot of stew to the fathers house.,A Chinese person is chopping onions.
entailment,Chinese person carrying a big pot of stew to the fathers house.,A Chinese person is carrying a pot.
contradiction,6 male construction workers standing by a large equipment vehicle.,Six men sit next to the vehicle.
entailment,6 male construction workers standing by a large equipment vehicle.,Six men are standing.
neutral,6 male construction workers standing by a large equipment vehicle.,Six men direct the dump truck into place.
contradiction,"Looking through a set of bars, we see a man in a jacket sitting on a bench; he looks at a piece of paper.",A woman is talking on her cellphone.
neutral,"Looking through a set of bars, we see a man in a jacket sitting on a bench; he looks at a piece of paper.",A man is reading a love letter.
entailment,"Looking through a set of bars, we see a man in a jacket sitting on a bench; he looks at a piece of paper.",A man is sitting on a bench.
neutral,A man in a mustard yellow jacket sits in front of water while reading.,A man reading Gravity's Rainbow in front of water.
entailment,A man in a mustard yellow jacket sits in front of water while reading.,A man with clothing on reading.
contradiction,A man in a mustard yellow jacket sits in front of water while reading.,A man with his eyes closed.
contradiction,A man in a light-colored jacket is sitting at the waterfront.,A woman is sitting in a jacket.
entailment,A man in a light-colored jacket is sitting at the waterfront.,A man in a jacket.
neutral,A man in a light-colored jacket is sitting at the waterfront.,A man is waiting patiently.
entailment,Two people are in the kitchen.,Two people indoors
neutral,Two people are in the kitchen.,Two people about to prepare lunch
contradiction,Two people are in the kitchen.,Two people standing in a gym
entailment,The little girl in her bathing suit stands near the sprinkers and squeals.,A girl standing near the sprinklers squeals.
neutral,The little girl in her bathing suit stands near the sprinkers and squeals.,A little girl in her bathing suit stands near the sprinkers and grabs her mother's hand.
contradiction,The little girl in her bathing suit stands near the sprinkers and squeals.,A little boy stands near the sprinklers and squeals.
contradiction,A bicycle repairman shows two men what was wrong with their bike.,A bicycle repairman working at a construction site.
entailment,A bicycle repairman shows two men what was wrong with their bike.,There are three men examining a bike.
entailment,A bicycle repairman shows two men what was wrong with their bike.,Three men at a bicycle repair shop.
neutral,A child in a pink and black bathing suit walks through water mist from colored rings.,The child in the bathing suit is chasing a friend.
contradiction,A child in a pink and black bathing suit walks through water mist from colored rings.,The child is wearing a prink princess dress.
entailment,A child in a pink and black bathing suit walks through water mist from colored rings.,The child in the bathig suit is outside.
neutral,A young girl stands under three large rings that shoot water in a water park.,A young girl is getting wet.
contradiction,A young girl stands under three large rings that shoot water in a water park.,A young girl is shooting water.
entailment,A young girl stands under three large rings that shoot water in a water park.,A young girl is in a water park.
entailment,A young boy performs the tasks of a blacksmith.,a boy is working
contradiction,A young boy performs the tasks of a blacksmith.,a boys sleeps soundly
neutral,A young boy performs the tasks of a blacksmith.,a boys is aprenticing
neutral,Blurry photo of man and woman.,The man and woman were moving to fast for the picture to take.
entailment,Blurry photo of man and woman.,There is a blurry photo.
contradiction,Blurry photo of man and woman.,The photo is of a horse.
contradiction,A little boy is working with hot metal.,A little girl baking a cake.
neutral,A little boy is working with hot metal.,A little boy is welding things for his dad.
entailment,A little boy is working with hot metal.,A little boy working with metal
neutral,Small boy dancing in a water sprinkler near a building.,A small boy plays in a sprinkler on the hottest day of the year.
contradiction,Small boy dancing in a water sprinkler near a building.,The boy was sitting.
contradiction,Small boy dancing in a water sprinkler near a building.,"The boy is in the house, locked in his room."
