similarity,sentence1,sentence2
1,man glasses laughs together two darkhaired women,man blind
0,man glasses laughs together two darkhaired women,man frowning
2,man glasses laughs together two darkhaired women,man laughing
1,three people smiling food drinks,three people know
2,three people smiling food drinks,people eating drinking
0,three people smiling food drinks,three upset people throwing food park
2,three people smiling food drinks,three people smiling eating
0,three people smiling food drinks,three people look grimly giant armadillo rolls field clover crushing everything sight
1,three people smiling food drinks,three people smiling lunch
2,three people smiling food drinks,three people enjoy eating
0,three people smiling food drinks,three people smiling dancing
2,three people smiling food drinks,people consuming food beverages
2,three people smiling food drinks,three people eating
1,three people smiling food drinks,three people laugh food drinks
1,three people smiling food drinks,three friends meet morning coffee
0,three people smiling food drinks,three people frowning eat
1,three people smiling food drinks,three friends laughing telling jokes eating lunch work
0,three people smiling food drinks,several people argue dinner
1,little child stands middle street wearing large red hat people sit grass,someone outdoor something
0,little child stands middle street wearing large red hat people sit grass,kid family sitting couch
2,little child stands middle street wearing large red hat people sit grass,kid stands outside many people
2,little child stands middle street wearing large red hat people sit grass,person standing middle street
2,little child stands middle street wearing large red hat people sit grass,child standing street
1,little child stands middle street wearing large red hat people sit grass,people picnic
2,little child stands middle street wearing large red hat people sit grass,child outside
0,little child stands middle street wearing large red hat people sit grass,child sits chair home
0,little child stands middle street wearing large red hat people sit grass,little child driving car middle street
1,little child stands middle street wearing large red hat people sit grass,little asian child standing middle street rain storm
0,little child stands middle street wearing large red hat people sit grass,child standing grass
0,little child stands middle street wearing large red hat people sit grass,young child sits inside house
1,little child stands middle street wearing large red hat people sit grass,child shows neighbors new trick
1,little child stands middle street wearing large red hat people sit grass,child watching spectators performing
2,little child stands middle street wearing large red hat people sit grass,child stands street
2,bride husband seen outside building married,couple outside wearing wedding attire
1,bride husband seen outside building married,couple outside church married
0,bride husband seen outside building married,couple inside church attending funeral
0,small child funny red hat stands road,child wears blue hat
1,small child funny red hat stands road,child alone
2,small child funny red hat stands road,child small
2,small boy wearing red hat standing street,little boy outside
0,small boy wearing red hat standing street,little girl red standing sidewalk
1,small boy wearing red hat standing street,small boy red hat lost outside
2,asian man blue hat riding bike,man riding bike
1,asian man blue hat riding bike,man riding delivery bicycle
0,asian man blue hat riding bike,man painting wife
0,firefighter street front burning building,firefighter inside fire station
2,firefighter street front burning building,firefighter outside building
1,firefighter street front burning building,firefighter job
1,oriental man riding bike basket wet street,man riding bike rain
0,oriental man riding bike basket wet street,black woman riding snow
2,oriental man riding bike basket wet street,man riding bike basket
1,two repair men hard hats work construction site,two men wearing orange hard hats
0,two repair men hard hats work construction site,two bald men applying sunscreen heads
2,two repair men hard hats work construction site,two men wearing hard hats
1,man bicycle rides amongst automobile traffic,man messenger
2,man bicycle rides amongst automobile traffic,man riding bike
0,man bicycle rides amongst automobile traffic,man riding unicycle
2,man wearing blue helmet merges traffic bicycle,man merging traffic
1,man wearing blue helmet merges traffic bicycle,man wearing elbow pads
0,man wearing blue helmet merges traffic bicycle,man wearing red helmet
0,man holding large drill little girl holding hose smiling picture,nobody smiling
2,man holding large drill little girl holding hose smiling picture,people posing
1,man holding large drill little girl holding hose smiling picture,someone wearing blue clothing
0,smiling man standing living room holding large drill young girl blue jumper standing front holding vacuum cleaner hose,man using broom sweep living room girl watches
2,smiling man standing living room holding large drill young girl blue jumper standing front holding vacuum cleaner hose,man holding drill indoors young girl holding part vacuum
1,smiling man standing living room holding large drill young girl blue jumper standing front holding vacuum cleaner hose,two people living room holding pieces equipment
2,little girl smiling holding vacuum older male holding large drill,girl smiling vacuming
2,little girl smiling holding vacuum older male holding large drill,two people one holding vacuum holding drill
2,little girl smiling holding vacuum older male holding large drill,little girl older man holding objects
2,little girl smiling holding vacuum older male holding large drill,girl holding vacuum man holding drill
1,little girl smiling holding vacuum older male holding large drill,girl cleaning
1,little girl smiling holding vacuum older male holding large drill,little girl cleaning older male drilling
1,little girl smiling holding vacuum older male holding large drill,man helping girl fix vacuum
1,little girl smiling holding vacuum older male holding large drill,father daughter chores around house
1,little girl smiling holding vacuum older male holding large drill,two people holding things outside
2,little girl smiling holding vacuum older male holding large drill,little girl happy
0,little girl smiling holding vacuum older male holding large drill,little girl drilling piece wood
0,little girl smiling holding vacuum older male holding large drill,man going vacuum
0,little girl smiling holding vacuum older male holding large drill,girl sick laying bed
0,little girl smiling holding vacuum older male holding large drill,little girl older male cleaning house mars
0,little girl smiling holding vacuum older male holding large drill,man preparing murder child drill
2,two workers installing billboard advertisement sporting goods store,people working
0,two workers installing billboard advertisement sporting goods store,workers skiing
1,two workers installing billboard advertisement sporting goods store,workers paste billboard panel
0,two man finish wrapping billboard sign building advertises lombardi sports,two men using sewing machines
1,two man finish wrapping billboard sign building advertises lombardi sports,two men holding tools
2,two man finish wrapping billboard sign building advertises lombardi sports,men standing near billboard
0,man overall jeans working old train,woman riding bus
1,man overall jeans working old train,veteran conductor repairing caboose car
2,man overall jeans working old train,worker repairing train
2,man overalls makes adjustments front steam engine,man overalls makes adjustments steam engine
0,man overalls makes adjustments front steam engine,man overalls causes steam engine explode
1,man overalls makes adjustments front steam engine,man overalls tinkers steam engine
1,man wearing blue jeans standing outside carrying wide assortment items large dish head,man robbed house including fine dish
1,man wearing blue jeans standing outside carrying wide assortment items large dish head,man selling things outside
2,man wearing blue jeans standing outside carrying wide assortment items large dish head,man outside
1,man wearing blue jeans standing outside carrying wide assortment items large dish head,man really woman
0,man wearing blue jeans standing outside carrying wide assortment items large dish head,man wearing shorts
2,man wearing blue jeans standing outside carrying wide assortment items large dish head,man indoors
0,man wearing blue jeans standing outside carrying wide assortment items large dish head,man walking tight rope two sky scrapers
0,man wearing blue jeans standing outside carrying wide assortment items large dish head,dish grew mans head
1,man wearing blue jeans standing outside carrying wide assortment items large dish head,man outside appears holding something wearing hat
0,man wearing blue jeans standing outside carrying wide assortment items large dish head,young man takes puff cigarette work
0,man wearing blue jeans standing outside carrying wide assortment items large dish head,man wearing jeans inside
1,man wearing blue jeans standing outside carrying wide assortment items large dish head,man balancing dish head carrying things
2,man wearing blue jeans standing outside carrying wide assortment items large dish head,man wearing blue jeans outside carrying items dish head
2,man wearing blue jeans standing outside carrying wide assortment items large dish head,man wearing jeans holding many items including dish head
2,man wearing blue jeans standing outside carrying wide assortment items large dish head,man standing outside holding many items
2,person variety different wares standing amongst several others dirt road,person collection wares standing close others outdoors
1,person variety different wares standing amongst several others dirt road,trader many different wares waiting customers dirt road
2,person variety different wares standing amongst several others dirt road,several people stand dirt road
1,person variety different wares standing amongst several others dirt road,person selling pottery side road
2,person variety different wares standing amongst several others dirt road,person selling wares dirt road
0,person variety different wares standing amongst several others dirt road,man body surrounded lot stuffs thats garbage
1,person variety different wares standing amongst several others dirt road,several people gathered another man exhibiting lot wares
0,person variety different wares standing amongst several others dirt road,person many tickets standing next others building entrance
0,person variety different wares standing amongst several others dirt road,man orders pizza cafe
2,person variety different wares standing amongst several others dirt road,individual different kinds item stands amidst people dirt road
2,person variety different wares standing amongst several others dirt road,someone stands group road
1,person variety different wares standing amongst several others dirt road,vendors wait customers
0,person variety different wares standing amongst several others dirt road,person selling vegetables store
1,person variety different wares standing amongst several others dirt road,women looking wares
0,person variety different wares standing amongst several others dirt road,bus road driving people
2,african american lady holding numerous items like cups plate baskets etc,black lady holding many things
1,african american lady holding numerous items like cups plate baskets etc,lady carries things home market
0,african american lady holding numerous items like cups plate baskets etc,man walks alone
2,lady wearing pots pans talking people,woman covered cookware talking people
1,lady wearing pots pans talking people,crazy woman yelling people
0,lady wearing pots pans talking people,man suit conversing others
0,man wearing carrying kinds junk,man wearing suit carrying briefcase
1,man wearing carrying kinds junk,man carrying kinds junk homeless
2,man wearing carrying kinds junk,man carrying kinds junk
0,male practices bmx bike riding man made urban practice field big lumps dirt water factory back drop,man home sleeping
2,male practices bmx bike riding man made urban practice field big lumps dirt water factory back drop,man riding bike outdoors
0,male practices bmx bike riding man made urban practice field big lumps dirt water factory back drop,man riding segway woods
1,male practices bmx bike riding man made urban practice field big lumps dirt water factory back drop,male spanish
0,male practices bmx bike riding man made urban practice field big lumps dirt water factory back drop,nobody practicing
2,male practices bmx bike riding man made urban practice field big lumps dirt water factory back drop,male rides bike
1,male practices bmx bike riding man made urban practice field big lumps dirt water factory back drop,tall person practicing
1,male practices bmx bike riding man made urban practice field big lumps dirt water factory back drop,teenage male bmx rider gets huge air jumping mounds dirt pratice field
0,male practices bmx bike riding man made urban practice field big lumps dirt water factory back drop,man rides scooter downtown
1,male practices bmx bike riding man made urban practice field big lumps dirt water factory back drop,male rides bike bmx track
2,male practices bmx bike riding man made urban practice field big lumps dirt water factory back drop,male riding
0,male practices bmx bike riding man made urban practice field big lumps dirt water factory back drop,woman rides motorbike natural wooded setting
1,male practices bmx bike riding man made urban practice field big lumps dirt water factory back drop,man practicing bmx xgames
2,male practices bmx bike riding man made urban practice field big lumps dirt water factory back drop,male bmx rider practices old factory turned bmx field
2,male practices bmx bike riding man made urban practice field big lumps dirt water factory back drop,person practicing
1,parent toddler reading book,mom small child book
0,parent toddler reading book,two people watching tv
2,parent toddler reading book,person small child book
1,man playing guitar ocean,man performs guitar friends beach
2,man playing guitar ocean,man plays guitar beach
0,man playing guitar ocean,man swimming ocean
1,many people walking city near tall buildings,people children
0,many people walking city near tall buildings,people seated
2,many people walking city near tall buildings,people walking
2,girl pink shoes sits bed stuffed monkey,girl sits bed
0,girl pink shoes sits bed stuffed monkey,girl sits unicorn pet monkey
1,girl pink shoes sits bed stuffed monkey,girl sits bed stuffed monkey named george
2,man wearing orange hard hat feeding brush orange wood chipper,man orange hard hat
0,man wearing orange hard hat feeding brush orange wood chipper,man red hard hat
1,man wearing orange hard hat feeding brush orange wood chipper,man orange hard hat construction worker
2,man blue black jersey missing one foot hits volleyball sitting position,man missing foot plays volleyball sitting
0,man blue black jersey missing one foot hits volleyball sitting position,woman goes breast implant surgery
1,man blue black jersey missing one foot hits volleyball sitting position,man lost foot car accident
2,man one leg playing volleyball,man one leg plays game
1,man one leg playing volleyball,man shot leg plays game
0,man one leg playing volleyball,man one leg sits wheelchair
0,woman white shirt sits front slot machine,man standing front slot machine
1,woman white shirt sits front slot machine,woman money gambling
2,woman white shirt sits front slot machine,woman inside building
1,man welders helmet sitting metal beam,worker taking short break
2,man welders helmet sitting metal beam,man construction worker
0,man welders helmet sitting metal beam,man tourist construction working
0,people walking industrial area,crowd gathered park fountain
2,people walking industrial area,people walking
1,people walking industrial area,people walking construction site
1,man bike walking dog along boardwalk,grass green
2,man bike walking dog along boardwalk,bird rocks
0,man bike walking dog along boardwalk,hated
2,two men sanding playing football front audience,two men playing football
0,two men sanding playing football front audience,two men sitting tree
1,two men sanding playing football front audience,men demonstrating best ways play football
1,pony tailed man converses longhaired woman apartment,two long haired people apartment
2,pony tailed man converses longhaired woman apartment,person another person building
0,pony tailed man converses longhaired woman apartment,man talking dog
2,distressed women playing slot machine,depressed woman playing slot machine
0,distressed women playing slot machine,woman cleaning casino
1,distressed women playing slot machine,woman playing slot machine
2,man woman conversation inside living room home city,man women conversation
1,man woman conversation inside living room home city,married couple talking
0,man woman conversation inside living room home city,man women sleeping together
0,man long hair green striped shirt talks woman listening intently,man talking dog
2,man long hair green striped shirt talks woman listening intently,two people engaged conversation
1,man long hair green striped shirt talks woman listening intently,two people talking politics
2,man beige sweater woman blue tee intense conversation,man woman articles clothing
1,man beige sweater woman blue tee intense conversation,man woman yelling
0,man beige sweater woman blue tee intense conversation,man alone office
1,two people conversation around coffee table room windows,person business meeting build next building
2,two people conversation around coffee table room windows,people talking room windows
0,two people conversation around coffee table room windows,three people conversation around coffee table room windows
2,young child wearing green shoes red pants blue shirt blue hat stands top circle cracked piece concrete,child dressed
2,young child wearing green shoes red pants blue shirt blue hat stands top circle cracked piece concrete,child wearing hat
0,young child wearing green shoes red pants blue shirt blue hat stands top circle cracked piece concrete,child sitting log
0,young child wearing green shoes red pants blue shirt blue hat stands top circle cracked piece concrete,child hiding bed
1,young child wearing green shoes red pants blue shirt blue hat stands top circle cracked piece concrete,concrete damaged natural causes
2,young child wearing green shoes red pants blue shirt blue hat stands top circle cracked piece concrete,young child stands top circle
1,young child wearing green shoes red pants blue shirt blue hat stands top circle cracked piece concrete,child visiting new country vacation family
0,young child wearing green shoes red pants blue shirt blue hat stands top circle cracked piece concrete,young child rolls around grass wearing shorts hoodie
2,young child wearing green shoes red pants blue shirt blue hat stands top circle cracked piece concrete,child stands concrete
1,young child wearing green shoes red pants blue shirt blue hat stands top circle cracked piece concrete,child playing ball game
1,young child wearing green shoes red pants blue shirt blue hat stands top circle cracked piece concrete,child boy
0,young child wearing green shoes red pants blue shirt blue hat stands top circle cracked piece concrete,young child wearing hat
0,young child wearing green shoes red pants blue shirt blue hat stands top circle cracked piece concrete,child running
2,young child wearing green shoes red pants blue shirt blue hat stands top circle cracked piece concrete,piece concrete damaged
1,young child wearing green shoes red pants blue shirt blue hat stands top circle cracked piece concrete,young child boardwalk
0,kid green shoes red shorts blue hat shirt stands stretch pavement,kid riding skateboard outside
1,kid green shoes red shorts blue hat shirt stands stretch pavement,kid waiting friends
1,kid green shoes red shorts blue hat shirt stands stretch pavement,small boy fall
1,kid green shoes red shorts blue hat shirt stands stretch pavement,little boy standing street looking friend
0,kid green shoes red shorts blue hat shirt stands stretch pavement,boy wearing black suit standing outside
0,kid green shoes red shorts blue hat shirt stands stretch pavement,boy lying carpet indoors
2,kid green shoes red shorts blue hat shirt stands stretch pavement,kid wearing colorful attire standing outside
1,kid green shoes red shorts blue hat shirt stands stretch pavement,boy standing pavement
2,kid green shoes red shorts blue hat shirt stands stretch pavement,child standing wearing colorful outfit
0,kid green shoes red shorts blue hat shirt stands stretch pavement,dog eating garbage
2,kid green shoes red shorts blue hat shirt stands stretch pavement,kid stands pavement
0,kid green shoes red shorts blue hat shirt stands stretch pavement,kid brown sweatpants lays
1,kid green shoes red shorts blue hat shirt stands stretch pavement,kid running outside
2,kid green shoes red shorts blue hat shirt stands stretch pavement,child standing outside
2,kid green shoes red shorts blue hat shirt stands stretch pavement,kid standing outside
0,child red pants green shoes playing street,child playing basement
1,child red pants green shoes playing street,child wearing mc hammer outfit
2,child red pants green shoes playing street,child playing street
0,young child stands top small disc ground,child sits cd
2,young child stands top small disc ground,child stands disc
1,young child stands top small disc ground,child stands cd
2,man standing large room window,person standing indoors near window
1,man standing large room window,man living room window
0,man standing large room window,lady kitchen looking window
0,man riding bicycle near ocean,skier jumps ramp
1,man riding bicycle near ocean,man rides along boardwalk
2,man riding bicycle near ocean,man pedals bike
0,construction guy working high beam,man climbing beam
1,construction guy working high beam,man working high job
2,construction guy working high beam,man working high
2,two girls one running away wall,two females picture
0,two girls one running away wall,tearing wall
1,two girls one running away wall,playing dodge ball
0,college basketball player shooting jump shot,girl swimming
1,college basketball player shooting jump shot,boy playing basketball
2,college basketball player shooting jump shot,college boy shooting baskets
0,basketball player gets ready shoot,player enjoying coffee
1,basketball player gets ready shoot,basketball player league
2,basketball player gets ready shoot,athlete shooting
2,basketball player white jumping throw ball audience back,audience back watching basketball player dressed white jumping put ball hoop
0,basketball player white jumping throw ball audience back,one showed tonights basketball game
1,basketball player white jumping throw ball audience back,crowd watching play basketball
2,basketball player jumped air shoot basketball,basketball player jumping
0,basketball player jumped air shoot basketball,basketball player running basketball
1,basketball player jumped air shoot basketball,basketball player plays nba
0,boy skateboarding concrete skate park beach,girl rollerblading skate park
2,boy skateboarding concrete skate park beach,bo skateboarding park
1,boy skateboarding concrete skate park beach,boy wants become professional one day
2,boy jumping cement wall green skateboard,boy skating
1,boy jumping cement wall green skateboard,boy good skating
0,boy jumping cement wall green skateboard,boy surfing
0,basketball player aims goal,baseball player hits homerun
2,basketball player aims goal,athlete makes play
1,basketball player aims goal,player shoots winning points
1,child trick skateboard skate park friends watch,child expert skateboarder
0,child trick skateboard skate park friends watch,child swimming pool
2,child trick skateboard skate park friends watch,child skateboarding
2,asian man long white beard staring straight ahead,bearded asian man looks straight ahead
0,asian man long white beard staring straight ahead,asian man stared mirror shaved chin
1,asian man long white beard staring straight ahead,asian man stared straight ahead stroked long white beard
0,woman red coat walks past man large beard,man shaved beard
2,woman red coat walks past man large beard,woman walks past man
1,woman red coat walks past man large beard,woman finds man attractive
1,gentleman booth selling candles,gentleman booth makes candles selling
0,gentleman booth selling candles,woman booth selling candles
2,gentleman booth selling candles,gentleman booth selling candles
1,street stall perused patrons,stall small
0,street stall perused patrons,nobody visiting stall
2,street stall perused patrons,people stall
1,man selling candles stand,selling candles stand yelling guy across street
0,man selling candles stand,running away candles
2,man selling candles stand,selling candles stand
1,asian man long white beard dark setting,man sitting bar stool
2,asian man long white beard dark setting,man long facial hair
0,asian man long white beard dark setting,man short brown beard
2,man jazz band performing stage,group playing music
0,man jazz band performing stage,men performing street corner
1,man jazz band performing stage,jazz band performing american idol
1,girl pink pants running ornate spanish ruin background,spanish ruin overgrown vegetation
0,girl pink pants running ornate spanish ruin background,spanish ruin perfectly preserved
2,girl pink pants running ornate spanish ruin background,spanish ruin people nearby
0,man red coat fedora playing trumpet fellow musicians sit nearby,couch reclined
2,man red coat fedora playing trumpet fellow musicians sit nearby,man wearing hat
1,man red coat fedora playing trumpet fellow musicians sit nearby,man isin band
1,man bright red jacket playing trumpet musicians,man playing trumpet happy performing
0,man bright red jacket playing trumpet musicians,man beer
2,man bright red jacket playing trumpet musicians,man playing trumpet
0,musician red jacket plays trumpet front band,musician blue shirt plays solo piano recital
1,musician red jacket plays trumpet front band,musician red jacket gold trim plays trumpet front band
2,musician red jacket plays trumpet front band,musician performing
0,girl dressed purple walks alley followed girl pink,two girls dance together
2,girl dressed purple walks alley followed girl pink,girl purple followed girl pink
1,girl dressed purple walks alley followed girl pink,two girls walk alley
2,several bicyclists ride past fountain large city,cyclists ride past square downtown
1,several bicyclists ride past fountain large city,cyclists charity ride
0,several bicyclists ride past fountain large city,men women bungie jumping bridge
2,two children within ruins building,kids inside
1,two children within ruins building,kids playing hide go seek building
0,two children within ruins building,kids riding bikes
0,man posed standing one hand skateboard ramp,man hands
1,man posed standing one hand skateboard ramp,man skateboarder
2,man posed standing one hand skateboard ramp,man acrobatic stunts
1,young man skateboarding ramp standing one arm,boy showing us stand one arm
2,young man skateboarding ramp standing one arm,kid tricks skateboard
0,young man skateboarding ramp standing one arm,girl boyfriends
2,skateboarder wearing white cap stunt city skate park,skateboarder park
1,skateboarder wearing white cap stunt city skate park,skateboarder competes local contest
0,skateboarder wearing white cap stunt city skate park,skateboarder waits scores
0,man standing one arm feet air playground equipment body water background,man fishing lake
2,man standing one arm feet air playground equipment body water background,man standing arm water body background
1,man standing one arm feet air playground equipment body water background,man performing gymnastics lake
2,man inline skates midair,man wearing skates
1,man inline skates midair,man might crash lands
0,man inline skates midair,man skates president unites states
0,woman wearing brown shirt looking lens microscope laboratory,beach
2,woman wearing brown shirt looking lens microscope laboratory,scientist
1,woman wearing brown shirt looking lens microscope laboratory,verge new discovery
2,woman examines specimen using microscope,person looking scientific instrument
1,woman examines specimen using microscope,woman examining fungus
0,woman examines specimen using microscope,woman eating lunch office
2,woman examines specimen using microscope,woman looking something
2,woman examines specimen using microscope,woman looking microscope
1,woman examines specimen using microscope,scientist studying blood samples
0,woman examines specimen using microscope,man dissecting frogs
1,woman examines specimen using microscope,woman research experiment
1,woman examines specimen using microscope,woman used specimens data work
2,woman examines specimen using microscope,specimen examined using microscope
0,woman examines specimen using microscope,woman put wrong data
1,woman examines specimen using microscope,woman researching
0,woman examines specimen using microscope,woman staring sun
2,woman examines specimen using microscope,woman used microscope
0,woman examines specimen using microscope,woman using magnifying glass
1,woman brown shirt hair tied behind head looking rather large microscope,woman researching amino acids
2,woman brown shirt hair tied behind head looking rather large microscope,microscope looked woman wearing brown
1,woman brown shirt hair tied behind head looking rather large microscope,woman wearing brown shirt says army
1,woman brown shirt hair tied behind head looking rather large microscope,female scientist examines slides microscope
0,woman brown shirt hair tied behind head looking rather large microscope,woman bald
2,woman brown shirt hair tied behind head looking rather large microscope,woman wearing clothes
1,woman brown shirt hair tied behind head looking rather large microscope,scientist looks large microscope
0,woman brown shirt hair tied behind head looking rather large microscope,woman looking sky
0,woman brown shirt hair tied behind head looking rather large microscope,older man wearing white coat looks peephole
1,woman brown shirt hair tied behind head looking rather large microscope,slide bacteria microsope
0,woman brown shirt hair tied behind head looking rather large microscope,woman reading book viruses
0,woman brown shirt hair tied behind head looking rather large microscope,woman teaches class bowl bowling alley
2,woman brown shirt hair tied behind head looking rather large microscope,woman looks huge microscope
2,woman brown shirt hair tied behind head looking rather large microscope,woman looking something small
2,woman brown shirt hair tied behind head looking rather large microscope,something small woman wants look
1,woman looking telescope look something really small likely sort science lab,scientist making observation telescope lab
0,woman looking telescope look something really small likely sort science lab,woman studying mutating cells zombies
2,woman looking telescope look something really small likely sort science lab,female observing something telescope
0,woman looking telescope look something really small likely sort science lab,man looks telescope something large science lab
2,woman looking telescope look something really small likely sort science lab,woman examining samples science lab
2,woman looking telescope look something really small likely sort science lab,woman trys find something using telescope
1,woman looking telescope look something really small likely sort science lab,woman looks telescope tiny insect science lab
1,woman looking telescope look something really small likely sort science lab,woman studying organism
0,woman looking telescope look something really small likely sort science lab,female scientist restaurant
0,woman looking telescope look something really small likely sort science lab,woman using bunsen burner science lab
2,woman looking telescope look something really small likely sort science lab,woman looks telescope something tiny science lab
1,woman looking telescope look something really small likely sort science lab,female astronomer looks sky using telescope
1,woman looking telescope look something really small likely sort science lab,scientist job laboratory
0,woman looking telescope look something really small likely sort science lab,woman looking magnifine glass peers insects
2,woman looking telescope look something really small likely sort science lab,woman scientist
2,woman looking microscope,woman looking something small
0,woman looking microscope,woman looking telescope
1,woman looking microscope,woman experiment
0,group workers bright orange vests walk railroad tracks,group workers timing day
2,group workers bright orange vests walk railroad tracks,group workers outside
1,group workers bright orange vests walk railroad tracks,group workers inspecting track
2,woman bartender looks camera smile pouring drink,women smiling
0,woman bartender looks camera smile pouring drink,women taking pictures
1,woman bartender looks camera smile pouring drink,women smiling camera outdoors
2,seductive bartender mixing large drink nightclub,bartender making drink
0,seductive bartender mixing large drink nightclub,seductive bartender go home
1,seductive bartender mixing large drink nightclub,bartender seducing customer
1,small boy playing toy lawn mower field dandelions,boy pretending mow
2,small boy playing toy lawn mower field dandelions,boy small
0,small boy playing toy lawn mower field dandelions,boy playing snow
1,lady pouring type liquid looks like giant glass bowl,woman made chicken broth
2,lady pouring type liquid looks like giant glass bowl,lady pours glass bowl
0,lady pouring type liquid looks like giant glass bowl,woman lounging sofa
2,child squats behind wagon two pumpkins,child two pumpkins
1,child squats behind wagon two pumpkins,child sitting behind wagon
1,boy smiling leaning wagon filled two large pumpkins,boy buying pumpkins halloween
2,boy smiling leaning wagon filled two large pumpkins,young human two squashes
0,boy smiling leaning wagon filled two large pumpkins,girl eating pumpkin pie
0,woman mixing drinks bar posing camera,medical student working nights hooters scrubs bathroom floor
2,woman mixing drinks bar posing camera,bartender poses shot
1,woman mixing drinks bar posing camera,hooters girl poses camera
1,boy pushing wagon two pumpkins,boy pushes wagon market
2,boy pushing wagon two pumpkins,wagon pumpkins pushed boy
0,boy pushing wagon two pumpkins,boy pulling wagon two pumpkins
1,several dogs running beach,dogs barking
0,several dogs running beach,dogs playing tennis beach
2,several dogs running beach,dogs running sand
0,man jump skateboard surrounded graffiti,boy listening music
1,man jump skateboard surrounded graffiti,married
2,man jump skateboard surrounded graffiti,old man talking
0,male skateboarder skating vandalized skate park,skateboarder skiing mountain
2,male skateboarder skating vandalized skate park,skateboarder skating skate park
1,male skateboarder skating vandalized skate park,skeateboarder wearing helmet
0,gentleman sitting table looking box makerbot industries,woman sitting table
2,gentleman sitting table looking box makerbot industries,box table
1,gentleman sitting table looking box makerbot industries,gentleman received box makerbot industries today
0,boy skateboards ramp covered graffiti,girl skateboards cliff ancient carvings
1,boy skateboards ramp covered graffiti,boy skateboards ramp park
2,boy skateboards ramp covered graffiti,person using skateboard near ramp
1,spectators sunglasses event,entire crowd wearing sunglasses
0,spectators sunglasses event,person eats piece pizza shop
2,spectators sunglasses event,people watching event
0,spectators sunglasses event,spectators wearing goggles
2,spectators sunglasses event,event attracted spectators
0,spectators sunglasses event,event cancelled one showed
1,spectators sunglasses event,people watching sporting event
2,spectators sunglasses event,people wearing sunglasses
2,spectators sunglasses event,spectators watching event
1,spectators sunglasses event,person wearing sunglasses talks people
1,spectators sunglasses event,sun shining
1,spectators sunglasses event,sunny day outside
0,spectators sunglasses event,spectators wearing goggles
0,spectators sunglasses event,people wearing eye protection
2,spectators sunglasses event,people wearing sunglasses watch event
1,two men sitting seats girl,girl sits two uncles
0,two men sitting seats girl,girl sits end bench next mom dad
2,two men sitting seats girl,adults child seated together
0,crowd people wait anticipation event,library full people
1,crowd people wait anticipation event,crowd concert
2,crowd people wait anticipation event,crowd waiting anticipation concert
2,woman redhair looking man wearing sunglasses,woman hair
1,woman redhair looking man wearing sunglasses,woman checking man
0,woman redhair looking man wearing sunglasses,woman blonde
1,man speaking cellphone smoking outdoors,bob smoking cellphone
0,man speaking cellphone smoking outdoors,sandy texting judy
2,man speaking cellphone smoking outdoors,bob speaking cellphone outside
2,two sumo wrestlers fight ring people watch,people watching fight
1,two sumo wrestlers fight ring people watch,sumo wrestlers male
0,two sumo wrestlers fight ring people watch,one watching fight
2,two sumo wrestlers fighting front referee two spectators,two spectators one referee front two sumo wrestlers fight
1,two sumo wrestlers fighting front referee two spectators,two sumo wrestlers fighting title
0,two sumo wrestlers fighting front referee two spectators,two teams playing cricket title cup
1,one fat sumo wrestler wrestles thinner wrestler umpire dressed green watches,obese man wrestling thin man another man watches
2,one fat sumo wrestler wrestles thinner wrestler umpire dressed green watches,fat guy skinny guy watched sports official wearing green uniform
0,one fat sumo wrestler wrestles thinner wrestler umpire dressed green watches,fat man skinny man sit third man observes
1,two sumo wrestlers fighting match,sumo wrestlers competing annual competition prize beautiful wife
0,two sumo wrestlers fighting match,two sumo wrestlers feasting preparation match
2,two sumo wrestlers fighting match,people fighting
0,man yellow shirt jumping living room,girl orange tank top rides recumbent bike exercise room
2,man yellow shirt jumping living room,man wearing yellow living room
1,man yellow shirt jumping living room,bodybuilder yellow wifebeater skips rope living room
2,woman blue tinged hair watches brown dog catches frisbee midair,woman watching dog jump
0,woman blue tinged hair watches brown dog catches frisbee midair,woman home cooking meal family
1,woman blue tinged hair watches brown dog catches frisbee midair,woman park enjoying fresh air
0,man jumping upper level kitchen home,man listening music living room
1,man jumping upper level kitchen home,man jumping kitchen save baby
2,man jumping upper level kitchen home,man jumping home
0,man wearing yellow visor yellow shirt green shorts air,man sits ground crying
2,man wearing yellow visor yellow shirt green shorts air,man dressed yellow green ground
1,man wearing yellow visor yellow shirt green shorts air,man yellow green balloon ride
1,woman red runs past rainbow wall,woman running past rainbow mural painted second graders
2,woman red runs past rainbow wall,woman running past wall painted many colors
0,woman red runs past rainbow wall,man walking office building
2,man yellow shirt jumping,man yellow shirt
1,man yellow shirt jumping,man jumping joy
0,man yellow shirt jumping,man black shirt
0,man white shirt talking woman pink shirt,man talking climbs mountain alone
2,man white shirt talking woman pink shirt,people talking
1,man white shirt talking woman pink shirt,man white shirt blue pants talking woman pink shirt
1,young women pink top long brown hair talking young man blondhair wearing white shirt,woman fun talking
2,young women pink top long brown hair talking young man blondhair wearing white shirt,woman long dark hair
0,young women pink top long brown hair talking young man blondhair wearing white shirt,woman fighting man
2,group people get set go fishing,people going fishing
0,group people get set go fishing,men ready climb mountain
0,group people get set go fishing,men canoe
1,man cowboy hat jeans stands front wooden building,picture old west
2,man cowboy hat jeans stands front wooden building,man standing front wooden building
0,man cowboy hat jeans stands front wooden building,picture office building
